full_path,relative_path,filename,year,date,DOY,MODIS_composite_index,tile_or_polygon_id,start_year,end_year,first_date,last_date,band_count,dtype,nodata,width,height,CRS,transform,pixel_size_x,pixel_size_y,bounds,grid_offset_x,grid_offset_y,compression,file_size_bytes,minimum,maximum,mean,valid_fraction,date_count,date_sequence_sha256,readable,error
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X019-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X019-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X019-Y030_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X019-Y030,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,676,680,EPSG:3035,"[2477750.0,250.0,0.0,2090250.0,0.0,-250.0]",250.0,250.0,"[2477750.0,1920250.0,2646750.0,2090250.0]",0.0,0.0,DEFLATE,7956995,-0.08,0.91,0.33053468089834465,0.004093093913043478,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X019-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X019-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X019-Y031_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X019-Y031,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,676,681,EPSG:3035,"[2497000.0,250.0,0.0,1942750.0,0.0,-250.0]",250.0,250.0,"[2497000.0,1772500.0,2666000.0,1942750.0]",0.0,0.0,DEFLATE,5040403,-0.104,0.775,0.28026629048543716,0.0014816170434782609,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X019-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X019-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X019-Y032_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X019-Y032,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,674,680,EPSG:3035,"[2516250.0,250.0,0.0,1795000.0,0.0,-250.0]",250.0,250.0,"[2516250.0,1625000.0,2684750.0,1795000.0]",0.0,0.0,DEFLATE,25777333,-0.093,0.886,0.28217575285432794,0.02373055652173913,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X020-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y029_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X020-Y029,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,677,680,EPSG:3035,"[2607750.0,250.0,0.0,2260000.0,0.0,-250.0]",250.0,250.0,"[2607750.0,2090000.0,2777000.0,2260000.0]",0.0,0.0,DEFLATE,66917563,-0.083,0.912,0.32291957560854323,0.06923878260869565,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X020-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y030_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X020-Y030,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,676,680,EPSG:3035,"[2627250.0,250.0,0.0,2112500.0,0.0,-250.0]",250.0,250.0,"[2627250.0,1942500.0,2796250.0,2112500.0]",0.0,0.0,DEFLATE,460082473,-0.104,0.996,0.32249376440769045,0.5579749565217391,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X020-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y031_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X020-Y031,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,675,680,EPSG:3035,"[2646500.0,250.0,0.0,1964750.0,0.0,-250.0]",250.0,250.0,"[2646500.0,1794750.0,2815250.0,1964750.0]",0.0,0.0,DEFLATE,577654397,-0.094,0.994,0.2886528401274752,0.6970966956521739,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X020-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X020-Y032_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X020-Y032,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,673,680,EPSG:3035,"[2665750.0,250.0,0.0,1816750.0,0.0,-250.0]",250.0,250.0,"[2665750.0,1646750.0,2834000.0,1816750.0]",0.0,0.0,DEFLATE,270831841,-0.129,0.929,0.25014442693802136,0.3308102608695652,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X021-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y027_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X021-Y027,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,679,680,EPSG:3035,"[2717250.0,250.0,0.0,2577500.0,0.0,-250.0]",250.0,250.0,"[2717250.0,2407500.0,2887000.0,2577500.0]",0.0,0.0,DEFLATE,68590811,-0.111,0.976,0.40218159980992524,0.07180700869565217,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X021-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y028_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X021-Y028,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,678,680,EPSG:3035,"[2737250.0,250.0,0.0,2429750.0,0.0,-250.0]",250.0,250.0,"[2737250.0,2259750.0,2906750.0,2429750.0]",0.0,0.0,DEFLATE,516047269,-0.117,0.993,0.40197062026986635,0.6147450434782609,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X021-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y029_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X021-Y029,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,677,680,EPSG:3035,"[2757250.0,250.0,0.0,2282250.0,0.0,-250.0]",250.0,250.0,"[2757250.0,2112250.0,2926500.0,2282250.0]",0.0,0.0,DEFLATE,630749533,-0.088,0.988,0.30519261121948194,0.7660215652173913,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X021-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y030_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X021-Y030,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,676,680,EPSG:3035,"[2776750.0,250.0,0.0,2134500.0,0.0,-250.0]",250.0,250.0,"[2776750.0,1964500.0,2945750.0,2134500.0]",0.0,0.0,DEFLATE,609031973,-0.06,0.975,0.2886842158264828,0.7805980869565218,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X021-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y031_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X021-Y031,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,675,680,EPSG:3035,"[2796000.0,250.0,0.0,1986500.0,0.0,-250.0]",250.0,250.0,"[2796000.0,1816500.0,2964750.0,1986500.0]",0.0,0.0,DEFLATE,644216539,-0.087,0.994,0.2703150294089501,0.7848542608695652,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X021-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y032_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X021-Y032,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,674,680,EPSG:3035,"[2815000.0,250.0,0.0,1838750.0,0.0,-250.0]",250.0,250.0,"[2815000.0,1668750.0,2983500.0,1838750.0]",0.0,0.0,DEFLATE,587195577,-0.16,0.997,0.25380883802035853,0.7393274782608695,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X021-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X021-Y033_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X021-Y033,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,672,680,EPSG:3035,"[2833750.0,250.0,0.0,1690750.0,0.0,-250.0]",250.0,250.0,"[2833750.0,1520750.0,3001750.0,1690750.0]",0.0,0.0,DEFLATE,353319939,-0.148,0.971,0.2916178341009922,0.4108104347826087,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X022-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y027_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X022-Y027,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,679,681,EPSG:3035,"[2866500.0,250.0,0.0,2599750.0,0.0,-250.0]",250.0,250.0,"[2866500.0,2429500.0,3036250.0,2599750.0]",0.0,0.0,DEFLATE,40751985,-0.183,0.99,0.41545728528180786,0.04312115130434782,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X022-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y028_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X022-Y028,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,678,680,EPSG:3035,"[2886750.0,250.0,0.0,2452000.0,0.0,-250.0]",250.0,250.0,"[2886750.0,2282000.0,3056250.0,2452000.0]",0.0,0.0,DEFLATE,545479425,-0.19,0.998,0.37715438766174164,0.6555953043478261,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X022-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y029_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X022-Y029,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,677,680,EPSG:3035,"[2906500.0,250.0,0.0,2304250.0,0.0,-250.0]",250.0,250.0,"[2906500.0,2134250.0,3075750.0,2304250.0]",0.0,0.0,DEFLATE,629648027,-0.118,0.983,0.25709075480654314,0.7661024347826086,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X022-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y030_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X022-Y030,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,675,680,EPSG:3035,"[2926250.0,250.0,0.0,2156250.0,0.0,-250.0]",250.0,250.0,"[2926250.0,1986250.0,3095000.0,2156250.0]",0.0,0.0,DEFLATE,633063093,-0.153,0.992,0.2891141618700142,0.767503652173913,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X022-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y031_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X022-Y031,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,674,679,EPSG:3035,"[2945500.0,250.0,0.0,2008250.0,0.0,-250.0]",250.0,250.0,"[2945500.0,1838500.0,3114000.0,2008250.0]",0.0,0.0,DEFLATE,640151253,-0.107,0.963,0.26369575642917215,0.7843189565217391,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X022-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y032_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X022-Y032,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,672,679,EPSG:3035,"[2964500.0,250.0,0.0,1860250.0,0.0,-250.0]",250.0,250.0,"[2964500.0,1690500.0,3132500.0,1860250.0]",0.0,0.0,DEFLATE,621718087,-0.107,0.999,0.25396937832329625,0.7804587826086956,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X022-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X022-Y033_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X022-Y033,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,671,680,EPSG:3035,"[2983250.0,250.0,0.0,1712250.0,0.0,-250.0]",250.0,250.0,"[2983250.0,1542250.0,3151000.0,1712250.0]",0.0,0.0,DEFLATE,311320669,-0.199,0.941,0.2263451764417575,0.3832278260869565,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y010_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y010_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y010_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y010,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,700,681,EPSG:3035,"[2631500.0,250.0,0.0,5121750.0,0.0,-250.0]",250.0,250.0,"[2631500.0,4951500.0,2806500.0,5121750.0]",0.0,0.0,DEFLATE,10201867,-0.199,0.988,0.29263588785887956,0.008378640291404612,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y011_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y011_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y011_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y011,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,698,681,EPSG:3035,"[2656500.0,250.0,0.0,4975500.0,0.0,-250.0]",250.0,250.0,"[2656500.0,4805250.0,2831000.0,4975500.0]",0.0,0.0,DEFLATE,27145403,-0.191,0.874,0.2151657086127048,0.028113634300198805,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y020_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y020_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y020_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y020,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,687,680,EPSG:3035,"[2867500.0,250.0,0.0,3654000.0,0.0,-250.0]",250.0,250.0,"[2867500.0,3484000.0,3039250.0,3654000.0]",0.0,0.0,DEFLATE,33148591,-0.086,0.986,0.31994889257192366,0.03147582956521739,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y021_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y021_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y021_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y021,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,686,680,EPSG:3035,"[2889500.0,250.0,0.0,3506750.0,0.0,-250.0]",250.0,250.0,"[2889500.0,3336750.0,3061000.0,3506750.0]",0.0,0.0,DEFLATE,261359643,-0.168,1.0,0.4818385144208867,0.28130404173913043,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y022_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y022_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y022_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y022,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,685,680,EPSG:3035,"[2911250.0,250.0,0.0,3359500.0,0.0,-250.0]",250.0,250.0,"[2911250.0,3189500.0,3082500.0,3359500.0]",0.0,0.0,DEFLATE,57252835,-0.078,1.0,0.5320823088711574,0.059211980869565216,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y028_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y028,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,678,679,EPSG:3035,"[3036000.0,250.0,0.0,2473750.0,0.0,-250.0]",250.0,250.0,"[3036000.0,2304000.0,3205500.0,2473750.0]",0.0,0.0,DEFLATE,289572719,-0.178,0.999,0.39068528506729044,0.33042175652173916,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y029_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y029,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,676,680,EPSG:3035,"[3056000.0,250.0,0.0,2326000.0,0.0,-250.0]",250.0,250.0,"[3056000.0,2156000.0,3225000.0,2326000.0]",0.0,0.0,DEFLATE,588237963,-0.189,0.998,0.25739274566248377,0.7464200000000001,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y030_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y030,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,675,680,EPSG:3035,"[3075500.0,250.0,0.0,2178000.0,0.0,-250.0]",250.0,250.0,"[3075500.0,2008000.0,3244250.0,2178000.0]",0.0,0.0,DEFLATE,618190543,-0.2,0.984,0.24969985062705943,0.7631904347826087,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y031_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y031,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,673,680,EPSG:3035,"[3094750.0,250.0,0.0,2030000.0,0.0,-250.0]",250.0,250.0,"[3094750.0,1860000.0,3263000.0,2030000.0]",0.0,0.0,DEFLATE,612549085,-0.092,0.993,0.19358240282902953,0.7743813913043478,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y032_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y032,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,672,679,EPSG:3035,"[3113750.0,250.0,0.0,1881750.0,0.0,-250.0]",250.0,250.0,"[3113750.0,1712000.0,3281750.0,1881750.0]",0.0,0.0,DEFLATE,609030223,-0.11,0.965,0.21665564092608733,0.7798457391304348,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X023-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X023-Y033_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X023-Y033,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,672,679,EPSG:3035,"[3132250.0,250.0,0.0,1733500.0,0.0,-250.0]",250.0,250.0,"[3132250.0,1563750.0,3300250.0,1733500.0]",0.0,0.0,DEFLATE,399735251,-0.2,0.87,0.16739684734024102,0.5112591304347825,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X024-Y009_2001_2025.tif,EVI_Series_ID_EU_150-X024-Y009_2001_2025.tif,EVI_Series_ID_EU_150-X024-Y009_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X024-Y009,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,701,682,EPSG:3035,"[2756000.0,250.0,0.0,5292000.0,0.0,-250.0]",250.0,250.0,"[2756000.0,5121500.0,2931250.0,5292000.0]",0.0,0.0,DEFLATE,8991749,-0.199,0.935,0.22861612255263059,0.007792758576555024,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X024-Y010_2001_2025.tif,EVI_Series_ID_EU_150-X024-Y010_2001_2025.tif,EVI_Series_ID_EU_150-X024-Y010_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X024-Y010,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,699,681,EPSG:3035,"[2781250.0,250.0,0.0,5145500.0,0.0,-250.0]",250.0,250.0,"[2781250.0,4975250.0,2956000.0,5145500.0]",0.0,0.0,DEFLATE,168056333,-0.2,0.999,0.2546729496362141,0.2117204595190381,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
